habitat,slope
sand,-3.0390303546380757
sand,-2.988363938678501
sand,-3.7123229034344822
sand,-2.3211450019266455
sand,-2.464394264533742
sand,-1.9898295548920932
sand,-1.986945732738477
sand,-1.9245248545875653
sand,-2.311357816918074
sand,-2.548094304354431
sand,-3.1521192313045963
sand,-2.5119820332665905
sand,-3.404746569619909
sand,-2.83231994846195
sand,-1.9812954733196857
sand,-2.8369065884025626
sand,-2.197284172305281
sand,-3.2775262759050094
sand,-3.2907824999296875
sand,-2.5259859484199847
sand,-2.8373197935380925
sand,-3.501940599971121
sand,-2.509854894947237
sand,-3.641010620572558
sand,-3.645479326508668
sand,-2.2861090309654872
sand,-2.04012333568396
sand,-3.3599082160824656
sand,-3.499182447477827
sand,-3.0342818017823925
sand,-3.017082514186778
sand,-3.7281950354215394
sand,-3.7799092267823426
sand,-3.036486520461755
sand,-3.3347790240370414
sand,-2.9747291170608317
sand,-2.8607304004675327
sand,-3.2875977271292136
sand,-3.603059830281688
sand,-2.6837345693211225
sand,-2.5348119319934743
sand,-3.003363707610912
sand,-2.9445742053079687
sand,-3.1989360921708965
sand,-3.3955855933607806
sand,-3.473473334577192
sand,-3.511646676702846
sand,-3.1613982026399685
sand,-3.31533669003485
sand,-3.732912692713562
sand,-3.9658429344756922
sand,-2.9356042138257576
sand,-2.980595934073174
sand,-3.3780597943868638
sand,-2.462310441695897
sand,-3.4280131130515326
sand,-3.8269443079051446
sand,-3.5121923297395186
sand,-3.1174559977656897
sand,-3.058572455839143
sand,-3.2441089146187183
sand,-3.156231576407733
sand,-3.3070597236521384
sand,-2.134152630575153
sand,-2.6838243980453718
sand,-2.3840266691447174
sand,-2.8264645983822825
sand,-2.6627998203906635
sand,-2.7805248452369375
sand,-3.076416679771519
sand,-3.0060898967450838
sand,-3.6482437289324787
sand,-3.210956683599072
sand,-2.728854759807579
sand,-1.7487206203737142
sand,-2.9359723936818662
sand,-2.661596147685668
sand,-2.436637957641752
sand,-2.7455630939827107
sand,-3.214705215310664
sand,-3.316031399162633
sand,-2.171856989892599
sand,-3.091235236821803
sand,-2.7375555389890667
sand,-2.8566335666853546
sand,-3.1314958990570445
sand,-3.1077895266363234
sand,-2.505915667099476
sand,-2.6193615553711185
sand,-1.6547706616248747
sand,-2.5569979454161555
sand,-2.6512035916540153
sand,-2.6676967513258427
sand,-1.9042721355280228
sand,-1.909526567190715
sand,-3.0054962933294047
sand,-3.0082214408246055
sand,-1.8765238075625976
sand,-2.1456195352820404
sand,-3.0397038594226338
sand,-2.558821706868849
sand,-2.3763412138784523
sand,-3.103957369736652
sand,-2.482247243578665
sand,-2.352649854209965
sand,-2.629292879306218
sand,-2.7225545277694807
sand,-2.8222167230202797
sand,-2.5291403493268665
sand,-3.236663959109553
sand,-2.722193211001926
sand,-2.989902792141042
sand,-2.4537685831920655
sand,-2.823635641692513
sand,-2.9728574886581214
sand,-2.5764447896142624
sand,-2.596385174652664
sand,-2.3372092951249805
sand,-2.045615242978989
sand,-2.7996853805817716
sand,-2.9442392558380965
sand,-2.5901324886726274
sand,-2.5201085054302683
sand,-2.69335268915781
sand,-2.8657539679871364
sand,-2.6306941924557834
sand,-2.7768749157974018
sand,-2.974628207834335
sand,-3.007311575665986
sand,-2.9458042264786823
sand,-2.8335205999764375
sand,-2.8742354703877937
sand,-2.5521418016126227
sand,-3.0129066603437367
sand,-2.2818435597190327
sand,-2.7601305116316035
sand,-2.589543428536828
sand,-2.5439622103562005
sand,-2.2331015505374854
sand,-2.517246730138671
sand,-2.1646142096522794
sand,-2.2545300731926314
sand,-2.8944780049691174
sand,-2.519623216305227
sand,-2.4321396218757205
sand,-3.102067738271021
sand,-2.6966236952169176
sand,-2.660541293337927
sand,-2.3856395895667295
sand,-2.6919878467649094
sand,-2.6410944226354296
sand,-2.2497686006801314
sand,-2.266643533505128
sand,-2.495046926887108
sand,-2.1538124456952152
sand,-2.263550004033474
sand,-2.220911503715348
sand,-2.5291593474162655
sand,-2.244909215712315
sand,-2.1540617329361065
sand,-2.3490510971486276
sand,-2.6428887247035417
sand,-2.693748286851072
sand,-3.487643305059459
sand,-3.1409223007796276
sand,-2.854089269997257
sand,-2.8241757248069015
sand,-3.0069100468905448
sand,-2.857167103593328
sand,-3.343763166922782
sand,-2.805331953977592
sand,-2.9918498501873545
sand,-3.130175846288718
sand,-2.8094004552780842
sand,-3.1421435924751218
sand,-2.956192414040914
sand,-2.8136664728890364
