species,animal,habitat,sex,slope,hab_slope,site
barrenense,Etheostoma_barrenense_A,bedrock,M,-4.200874777,-2.345457297,EFBR
barrenense,Etheostoma_barrenense_A,bedrock,F,-4.354375846,-2.345457297,LICK
barrenense,Etheostoma_barrenense_A,bedrock,F,-4.397028055,-2.345457297,LICK
barrenense,Etheostoma_barrenense_A,bedrock,F,-4.24068941,-2.345457297,LICK
barrenense,Etheostoma_barrenense_A,bedrock,F,-4.380735197,-2.345457297,LICK
barrenense,Etheostoma_barrenense_A,bedrock,F,-4.330354042,-2.345457297,LICK
barrenense,Etheostoma_barrenense_A,bedrock,F,-4.325236968,-2.345457297,LICK
barrenense,Etheostoma_barrenense_A,bedrock,F,-4.352246261,-2.345457297,LICK
barrenense,Etheostoma_barrenense_A,bedrock,F,-4.354767785,-2.345457297,LICK
barrenense,Etheostoma_barrenense_A,bedrock,F,-4.121237445,-2.345457297,LICK
barrenense,Etheostoma_barrenense_A,bedrock,F,-4.254156339,-2.345457297,LICK
barrenense,Etheostoma_barrenense_A,bedrock,F,-4.125586651,-2.345457297,LICK
barrenense,Etheostoma_barrenense_A,bedrock,F,-4.304887466,-2.345457297,LICK
barrenense,Etheostoma_barrenense_A,bedrock,M,-4.073989271,-2.345457297,LICK
barrenense,Etheostoma_barrenense_A,bedrock,M,-4.300873401,-2.345457297,LICK
barrenense,Etheostoma_barrenense_A,bedrock,M,-4.399267512,-2.345457297,LICK
barrenense,Etheostoma_barrenense_A,bedrock,M,-4.290703706,-2.345457297,LICK
barrenense,Etheostoma_barrenense_A,bedrock,M,-3.904874931,-2.345457297,LICK
barrenense,Etheostoma_barrenense_A,bedrock,M,-4.140545734,-2.345457297,LICK
barrenense,Etheostoma_barrenense_A,bedrock,M,-4.006131477,-2.345457297,LICK
barrenense,Etheostoma_barrenense_A,bedrock,M,-4.097064796,-2.345457297,LICK
barrenense,Etheostoma_barrenense_A,bedrock,M,-3.985583154,-2.345457297,LICK
barrenense,Etheostoma_barrenense_A,bedrock,M,-4.138875144,-2.345457297,LICK
barrenense,Etheostoma_barrenense_A,bedrock,M,-4.011920171,-2.345457297,LICK
barrenense,Etheostoma_barrenense_A,bedrock,M,-4.285109014,-2.345457297,LICK
barrenense,Etheostoma_barrenense_A,bedrock,M,-4.23072091,-2.345457297,LICK
barrenense,Etheostoma_barrenense_A,bedrock,M,-4.120750825,-2.345457297,LICK
barrenense,Etheostoma_barrenense_A,bedrock,M,-4.08798838,-2.345457297,LICK
barrenense,Etheostoma_barrenense_A,bedrock,M,-4.159628917,-2.345457297,LICK
barrenense,Etheostoma_barrenense_A,bedrock,M,-4.229903071,-2.345457297,LICK
barrenense,Etheostoma_barrenense_A,bedrock,M,-4.264980733,-2.345457297,LICK
barrenense,Etheostoma_barrenense_A,bedrock,F,-4.246582576,-2.345457297,TRCK
barrenense,Etheostoma_barrenense_A,bedrock,F,-4.202692673,-2.345457297,TRCK
barrenense,Etheostoma_barrenense_A,bedrock,F,-4.280595,-2.345457297,TRCK
barrenense,Etheostoma_barrenense_A,bedrock,F,-4.408857031,-2.345457297,TRCK
barrenense,Etheostoma_barrenense_A,bedrock,F,-3.969714251,-2.345457297,TRCK
barrenense,Etheostoma_barrenense_A,bedrock,F,-4.322365669,-2.345457297,TRCK
barrenense,Etheostoma_barrenense_A,bedrock,F,-4.054899139,-2.345457297,TRCK
barrenense,Etheostoma_barrenense_A,bedrock,F,-4.379073642,-2.345457297,TRCK
barrenense,Etheostoma_barrenense_A,bedrock,F,-4.331205566,-2.345457297,TRCK
barrenense,Etheostoma_barrenense_A,bedrock,F,-4.35348569,-2.345457297,TRCK
barrenense,Etheostoma_barrenense_A,bedrock,F,-4.476004407,-2.345457297,TRCK
barrenense,Etheostoma_barrenense_A,bedrock,F,-3.80559778,-2.345457297,TRCK
barrenense,Etheostoma_barrenense_A,bedrock,F,-4.311570445,-2.345457297,TRCK
barrenense,Etheostoma_barrenense_A,bedrock,M,-4.206498737,-2.345457297,TRCK
barrenense,Etheostoma_barrenense_A,bedrock,M,-4.049656493,-2.345457297,TRCK
barrenense,Etheostoma_barrenense_A,bedrock,M,-4.030161359,-2.345457297,TRCK
barrenense,Etheostoma_barrenense_A,bedrock,M,-3.960902677,-2.345457297,TRCK
barrenense,Etheostoma_barrenense_A,bedrock,M,-3.916560081,-2.345457297,TRCK
barrenense,Etheostoma_barrenense_A,bedrock,M,-3.960102103,-2.345457297,TRCK
barrenense,Etheostoma_barrenense_A,bedrock,M,-4.312806644,-2.345457297,TRCK
barrenense,Etheostoma_barrenense_A,bedrock,M,-4.139681387,-2.345457297,TRCK
barrenense,Etheostoma_barrenense_A,bedrock,M,-4.081559716,-2.345457297,TRCK
barrenense,Etheostoma_barrenense_A,bedrock,M,-4.200720163,-2.345457297,TRCK
barrenense,Etheostoma_barrenense_A,bedrock,M,-4.108267767,-2.345457297,TRCK
blennioides,Etheostoma_blennioides_A,boulder,F,-4.205336377,-2.714546454,BNCK
blennioides,Etheostoma_blennioides_A,boulder,F,-4.120431274,-2.714546454,BNCK
blennioides,Etheostoma_blennioides_A,boulder,F,-4.237911008,-2.714546454,BNCK
blennioides,Etheostoma_blennioides_A,boulder,F,-3.907227669,-2.714546454,BNCK
blennioides,Etheostoma_blennioides_A,boulder,F,-4.112026894,-2.714546454,BNCK
blennioides,Etheostoma_blennioides_A,boulder,F,-4.229981724,-2.714546454,BNCK
blennioides,Etheostoma_blennioides_A,boulder,F,-4.245870611,-2.714546454,BNCK
blennioides,Etheostoma_blennioides_A,boulder,F,-4.056844141,-2.714546454,BNCK
blennioides,Etheostoma_blennioides_A,boulder,F,-4.156492827,-2.714546454,BNCK
blennioides,Etheostoma_blennioides_A,boulder,F,-4.349072932,-2.714546454,BNCK
blennioides,Etheostoma_blennioides_A,boulder,F,-4.224924075,-2.714546454,BNCK
blennioides,Etheostoma_blennioides_A,boulder,F,-4.215376171,-2.714546454,BNCK
blennioides,Etheostoma_blennioides_A,boulder,M,-4.038582686,-2.714546454,BNCK
blennioides,Etheostoma_blennioides_A,boulder,M,-4.023018874,-2.714546454,BNCK
blennioides,Etheostoma_blennioides_A,boulder,M,-4.175335881,-2.714546454,BNCK
blennioides,Etheostoma_blennioides_A,boulder,M,-4.0271272,-2.714546454,BNCK
blennioides,Etheostoma_blennioides_A,boulder,M,-4.186535595,-2.714546454,BNCK
blennioides,Etheostoma_blennioides_A,boulder,M,-3.999330401,-2.714546454,BNCK
blennioides,Etheostoma_blennioides_A,boulder,M,-3.807142717,-2.714546454,BNCK
blennioides,Etheostoma_blennioides_A,boulder,M,-4.028977264,-2.714546454,BNCK
blennioides,Etheostoma_blennioides_A,boulder,M,-4.222895746,-2.714546454,BNCK
blennioides,Etheostoma_blennioides_A,boulder,M,-4.017887356,-2.714546454,BNCK
blennioides,Etheostoma_blennioides_A,boulder,M,-3.977107426,-2.714546454,BNCK
blennioides,Etheostoma_blennioides_A,boulder,F,-4.56587924,-2.714546454,JDCK
blennioides,Etheostoma_blennioides_A,boulder,F,-4.427088809,-2.714546454,JDCK
blennioides,Etheostoma_blennioides_A,boulder,F,-4.325360474,-2.714546454,JDCK
blennioides,Etheostoma_blennioides_A,boulder,F,-4.745478026,-2.714546454,JDCK
blennioides,Etheostoma_blennioides_A,boulder,F,-4.758668211,-2.714546454,JDCK
blennioides,Etheostoma_blennioides_A,boulder,F,-4.48961627,-2.714546454,JDCK
blennioides,Etheostoma_blennioides_A,boulder,F,-4.429936956,-2.714546454,JDCK
blennioides,Etheostoma_blennioides_A,boulder,M,-4.181787045,-2.714546454,JDCK
blennioides,Etheostoma_blennioides_A,boulder,M,-4.694828905,-2.714546454,JDCK
blennioides,Etheostoma_blennioides_A,boulder,M,-4.439470842,-2.714546454,JDCK
blennioides,Etheostoma_blennioides_A,boulder,M,-4.298046822,-2.714546454,JDCK
blennioides,Etheostoma_blennioides_A,boulder,M,-4.530953445,-2.714546454,JDCK
blennioides,Etheostoma_blennioides_A,boulder,M,-4.689496458,-2.714546454,JDCK
blennioides,Etheostoma_blennioides_A,boulder,M,-4.288917402,-2.714546454,JDCK
blennioides,Etheostoma_blennioides_A,boulder,M,-4.392836301,-2.714546454,JDCK
blennioides,Etheostoma_blennioides_A,boulder,M,-4.121853372,-2.714546454,JDCK
blennioides,Etheostoma_blennioides_A,boulder,M,-4.391857658,-2.714546454,JDCK
blennioides,Etheostoma_blennioides_A,boulder,M,-4.231920635,-2.714546454,JDCK
blennioides,Etheostoma_blennioides_A,boulder,F,-4.186874208,-2.714546454,REDR
blennioides,Etheostoma_blennioides_A,boulder,F,-4.288838824,-2.714546454,REDR
blennioides,Etheostoma_blennioides_A,boulder,F,-4.34655498,-2.714546454,REDR
blennioides,Etheostoma_blennioides_A,boulder,F,-4.580691431,-2.714546454,REDR
blennioides,Etheostoma_blennioides_A,boulder,F,-4.513579899,-2.714546454,REDR
blennioides,Etheostoma_blennioides_A,boulder,F,-4.603210232,-2.714546454,REDR
blennioides,Etheostoma_blennioides_A,boulder,F,-4.483949585,-2.714546454,REDR
blennioides,Etheostoma_blennioides_A,boulder,F,-4.519806282,-2.714546454,REDR
blennioides,Etheostoma_blennioides_A,boulder,F,-4.520291249,-2.714546454,REDR
blennioides,Etheostoma_blennioides_A,boulder,F,-4.682142674,-2.714546454,REDR
blennioides,Etheostoma_blennioides_A,boulder,F,-4.193385118,-2.714546454,REDR
blennioides,Etheostoma_blennioides_A,boulder,F,-4.468852741,-2.714546454,REDR
blennioides,Etheostoma_blennioides_A,boulder,M,-4.19333642,-2.714546454,REDR
blennioides,Etheostoma_blennioides_A,boulder,M,-4.37124422,-2.714546454,REDR
blennioides,Etheostoma_blennioides_A,boulder,M,-4.428938251,-2.714546454,REDR
blennioides,Etheostoma_blennioides_A,boulder,M,-4.332528899,-2.714546454,REDR
blennioides,Etheostoma_blennioides_A,boulder,M,-4.267439868,-2.714546454,REDR
blennioides,Etheostoma_blennioides_A,boulder,M,-4.191313094,-2.714546454,REDR
blennioides,Etheostoma_blennioides_A,boulder,M,-4.390561155,-2.714546454,REDR
blennioides,Etheostoma_blennioides_A,boulder,M,-4.190139027,-2.714546454,REDR
caeruleum,Etheostoma_caeruleum_A,gravel,F,-4.445090646,-2.963540885,REDR
caeruleum,Etheostoma_caeruleum_A,gravel,F,-4.291141914,-2.963540885,REDR
caeruleum,Etheostoma_caeruleum_A,gravel,F,-4.411212534,-2.963540885,REDR
caeruleum,Etheostoma_caeruleum_A,gravel,F,-4.334709176,-2.963540885,REDR
caeruleum,Etheostoma_caeruleum_A,gravel,F,-4.374552687,-2.963540885,REDR
caeruleum,Etheostoma_caeruleum_A,gravel,F,-4.416578578,-2.963540885,REDR
caeruleum,Etheostoma_caeruleum_A,gravel,F,-4.347425531,-2.963540885,REDR
caeruleum,Etheostoma_caeruleum_A,gravel,F,-4.184359399,-2.963540885,REDR
caeruleum,Etheostoma_caeruleum_A,gravel,F,-4.218399149,-2.963540885,REDR
caeruleum,Etheostoma_caeruleum_A,gravel,F,-4.118970921,-2.963540885,REDR
caeruleum,Etheostoma_caeruleum_A,gravel,F,-4.475387207,-2.963540885,REDR
caeruleum,Etheostoma_caeruleum_A,gravel,F,-4.418268915,-2.963540885,REDR
caeruleum,Etheostoma_caeruleum_A,gravel,M,-4.311123058,-2.963540885,REDR
caeruleum,Etheostoma_caeruleum_A,gravel,M,-4.394371171,-2.963540885,REDR
caeruleum,Etheostoma_caeruleum_A,gravel,M,-4.35320219,-2.963540885,REDR
caeruleum,Etheostoma_caeruleum_A,gravel,M,-4.30470681,-2.963540885,REDR
caeruleum,Etheostoma_caeruleum_A,gravel,M,-4.323833816,-2.963540885,REDR
caeruleum,Etheostoma_caeruleum_A,gravel,M,-4.381891325,-2.963540885,REDR
caeruleum,Etheostoma_caeruleum_A,gravel,M,-4.316388865,-2.963540885,REDR
caeruleum,Etheostoma_caeruleum_A,gravel,M,-4.46931171,-2.963540885,REDR
caeruleum,Etheostoma_caeruleum_A,gravel,M,-4.626737449,-2.963540885,REDR
caeruleum,Etheostoma_caeruleum_A,gravel,M,-4.695973886,-2.963540885,REDR
caeruleum,Etheostoma_caeruleum_A,gravel,M,-4.551979369,-2.963540885,REDR
caeruleum,Etheostoma_caeruleum_A,gravel,M,-4.292668461,-2.963540885,REDR
caeruleum,Etheostoma_caeruleum_A,gravel,M,-4.450548228,-2.963540885,REDR
caeruleum,Etheostoma_caeruleum_A,gravel,M,-4.621033795,-2.963540885,REDR
caeruleum,Etheostoma_caeruleum_A,gravel,M,-4.780095141,-2.963540885,REDR
caeruleum,Etheostoma_caeruleum_A,gravel,F,-4.171923886,-2.963540885,SAFK
caeruleum,Etheostoma_caeruleum_A,gravel,F,-4.579723931,-2.963540885,SAFK
caeruleum,Etheostoma_caeruleum_A,gravel,F,-4.409943063,-2.963540885,SAFK
caeruleum,Etheostoma_caeruleum_A,gravel,F,-4.720886548,-2.963540885,SAFK
caeruleum,Etheostoma_caeruleum_A,gravel,F,-4.282873838,-2.963540885,SAFK
caeruleum,Etheostoma_caeruleum_A,gravel,F,-4.207421727,-2.963540885,SAFK
caeruleum,Etheostoma_caeruleum_A,gravel,F,-4.288095645,-2.963540885,SAFK
caeruleum,Etheostoma_caeruleum_A,gravel,F,-4.29943459,-2.963540885,SAFK
caeruleum,Etheostoma_caeruleum_A,gravel,F,-4.223497039,-2.963540885,SAFK
caeruleum,Etheostoma_caeruleum_A,gravel,F,-4.482734359,-2.963540885,SAFK
caeruleum,Etheostoma_caeruleum_A,gravel,F,-4.296836441,-2.963540885,SAFK
caeruleum,Etheostoma_caeruleum_A,gravel,M,-4.503717429,-2.963540885,SAFK
caeruleum,Etheostoma_caeruleum_A,gravel,M,-4.391055727,-2.963540885,SAFK
caeruleum,Etheostoma_caeruleum_A,gravel,M,-4.260145578,-2.963540885,SAFK
caeruleum,Etheostoma_caeruleum_A,gravel,M,-4.170932405,-2.963540885,SAFK
caeruleum,Etheostoma_caeruleum_A,gravel,M,-4.134719629,-2.963540885,SAFK
caeruleum,Etheostoma_caeruleum_A,gravel,M,-4.183524526,-2.963540885,SAFK
caeruleum,Etheostoma_caeruleum_A,gravel,M,-4.244610666,-2.963540885,SAFK
caeruleum,Etheostoma_caeruleum_A,gravel,M,-4.150158562,-2.963540885,SAFK
caeruleum,Etheostoma_caeruleum_A,gravel,M,-4.48185138,-2.963540885,SAFK
caeruleum,Etheostoma_caeruleum_A,gravel,M,-4.172459445,-2.963540885,SAFK
caeruleum,Etheostoma_caeruleum_A,gravel,M,-4.256557585,-2.963540885,SAFK
caeruleum,Etheostoma_caeruleum_A,gravel,F,-4.276364409,-2.963540885,TRFK
caeruleum,Etheostoma_caeruleum_A,gravel,F,-4.207800388,-2.963540885,TRFK
caeruleum,Etheostoma_caeruleum_A,gravel,F,-4.200837609,-2.963540885,TRFK
caeruleum,Etheostoma_caeruleum_A,gravel,F,-4.313405534,-2.963540885,TRFK
caeruleum,Etheostoma_caeruleum_A,gravel,F,-4.16617822,-2.963540885,TRFK
caeruleum,Etheostoma_caeruleum_A,gravel,F,-4.337593445,-2.963540885,TRFK
caeruleum,Etheostoma_caeruleum_A,gravel,F,-4.029559015,-2.963540885,TRFK
caeruleum,Etheostoma_caeruleum_A,gravel,F,-4.243174306,-2.963540885,TRFK
caeruleum,Etheostoma_caeruleum_A,gravel,F,-4.137221877,-2.963540885,TRFK
caeruleum,Etheostoma_caeruleum_A,gravel,F,-4.36706879,-2.963540885,TRFK
caeruleum,Etheostoma_caeruleum_A,gravel,F,-4.205048875,-2.963540885,TRFK
caeruleum,Etheostoma_caeruleum_A,gravel,F,-4.338487576,-2.963540885,TRFK
caeruleum,Etheostoma_caeruleum_A,gravel,M,-4.254200054,-2.963540885,TRFK
caeruleum,Etheostoma_caeruleum_A,gravel,M,-4.231082526,-2.963540885,TRFK
caeruleum,Etheostoma_caeruleum_A,gravel,M,-4.59823185,-2.963540885,TRFK
caeruleum,Etheostoma_caeruleum_A,gravel,M,-4.210527446,-2.963540885,TRFK
caeruleum,Etheostoma_caeruleum_A,gravel,M,-4.323672029,-2.963540885,TRFK
caeruleum,Etheostoma_caeruleum_A,gravel,M,-4.316325754,-2.963540885,TRFK
caeruleum,Etheostoma_caeruleum_A,gravel,M,-4.399988378,-2.963540885,TRFK
caeruleum,Etheostoma_caeruleum_A,gravel,M,-4.187343474,-2.963540885,TRFK
caeruleum,Etheostoma_caeruleum_A,gravel,M,-4.5861481,-2.963540885,TRFK
caeruleum,Etheostoma_caeruleum_A,gravel,M,-4.361049482,-2.963540885,TRFK
caeruleum,Etheostoma_caeruleum_A,gravel,M,-4.40016836,-2.963540885,TRFK
caeruleum,Etheostoma_caeruleum_A,gravel,M,-4.432591307,-2.963540885,TRFK
camurum,Nothonotus_camurus_A,boulder,F,-4.417374144,-2.714546454,MFKR
camurum,Nothonotus_camurus_A,boulder,F,-3.968118749,-2.714546454,MFKR
camurum,Nothonotus_camurus_A,boulder,F,-4.266246429,-2.714546454,MFKR
camurum,Nothonotus_camurus_A,boulder,F,-4.277605629,-2.714546454,MFKR
camurum,Nothonotus_camurus_A,boulder,F,-4.046961333,-2.714546454,MFKR
camurum,Nothonotus_camurus_A,boulder,F,-4.272043501,-2.714546454,MFKR
camurum,Nothonotus_camurus_A,boulder,F,-4.338155883,-2.714546454,MFKR
camurum,Nothonotus_camurus_A,boulder,F,-4.489081826,-2.714546454,MFKR
camurum,Nothonotus_camurus_A,boulder,F,-4.270835396,-2.714546454,MFKR
camurum,Nothonotus_camurus_A,boulder,F,-4.07705095,-2.714546454,MFKR
camurum,Nothonotus_camurus_A,boulder,M,-4.491192082,-2.714546454,MFKR
camurum,Nothonotus_camurus_A,boulder,M,-4.301636164,-2.714546454,MFKR
camurum,Nothonotus_camurus_A,boulder,M,-4.29930532,-2.714546454,MFKR
camurum,Nothonotus_camurus_A,boulder,M,-4.102279426,-2.714546454,MFKR
camurum,Nothonotus_camurus_A,boulder,M,-4.360654355,-2.714546454,MFKR
camurum,Nothonotus_camurus_A,boulder,M,-4.240606727,-2.714546454,MFKR
camurum,Nothonotus_camurus_A,boulder,M,-4.280967409,-2.714546454,MFKR
camurum,Nothonotus_camurus_A,boulder,M,-4.492824284,-2.714546454,MFKR
camurum,Nothonotus_camurus_A,boulder,M,-4.086176669,-2.714546454,MFKR
camurum,Nothonotus_camurus_A,boulder,M,-4.248541036,-2.714546454,MFKR
camurum,Nothonotus_camurus_A,boulder,M,-4.172145747,-2.714546454,MFKR
camurum,Nothonotus_camurus_A,boulder,F,-4.151199635,-2.714546454,MFVR
camurum,Nothonotus_camurus_A,boulder,F,-4.061710133,-2.714546454,MFVR
camurum,Nothonotus_camurus_A,boulder,F,-4.112447998,-2.714546454,MFVR
camurum,Nothonotus_camurus_A,boulder,F,-4.006006131,-2.714546454,MFVR
camurum,Nothonotus_camurus_A,boulder,F,-4.01333423,-2.714546454,MFVR
camurum,Nothonotus_camurus_A,boulder,F,-4.340399477,-2.714546454,MFVR
camurum,Nothonotus_camurus_A,boulder,F,-4.084264841,-2.714546454,MFVR
camurum,Nothonotus_camurus_A,boulder,F,-4.090834994,-2.714546454,MFVR
camurum,Nothonotus_camurus_A,boulder,F,-4.072469685,-2.714546454,MFVR
camurum,Nothonotus_camurus_A,boulder,M,-3.967957219,-2.714546454,MFVR
camurum,Nothonotus_camurus_A,boulder,M,-4.476911081,-2.714546454,MFVR
camurum,Nothonotus_camurus_A,boulder,M,-4.138923116,-2.714546454,MFVR
camurum,Nothonotus_camurus_A,boulder,M,-4.225689368,-2.714546454,MFVR
camurum,Nothonotus_camurus_A,boulder,M,-3.96684225,-2.714546454,MFVR
camurum,Nothonotus_camurus_A,boulder,M,-3.896563884,-2.714546454,MFVR
camurum,Nothonotus_camurus_A,boulder,M,-3.984097641,-2.714546454,MFVR
camurum,Nothonotus_camurus_A,boulder,M,-4.000208816,-2.714546454,MFVR
camurum,Nothonotus_camurus_A,boulder,M,-3.932537543,-2.714546454,MFVR
camurum,Nothonotus_camurus_A,boulder,M,-4.162246433,-2.714546454,MFVR
camurum,Nothonotus_camurus_A,boulder,F,-4.41334385,-2.714546454,SFKR
camurum,Nothonotus_camurus_A,boulder,F,-4.434108751,-2.714546454,SFKR
camurum,Nothonotus_camurus_A,boulder,F,-4.569802705,-2.714546454,SFKR
camurum,Nothonotus_camurus_A,boulder,F,-4.166865919,-2.714546454,SFKR
camurum,Nothonotus_camurus_A,boulder,F,-4.298954333,-2.714546454,SFKR
camurum,Nothonotus_camurus_A,boulder,F,-4.338433698,-2.714546454,SFKR
camurum,Nothonotus_camurus_A,boulder,F,-4.455189891,-2.714546454,SFKR
camurum,Nothonotus_camurus_A,boulder,F,-4.49055556,-2.714546454,SFKR
camurum,Nothonotus_camurus_A,boulder,F,-4.449931536,-2.714546454,SFKR
camurum,Nothonotus_camurus_A,boulder,F,-4.401118497,-2.714546454,SFKR
camurum,Nothonotus_camurus_A,boulder,F,-4.481646942,-2.714546454,SFKR
camurum,Nothonotus_camurus_A,boulder,F,-4.443301,-2.714546454,SFKR
camurum,Nothonotus_camurus_A,boulder,M,-4.360675666,-2.714546454,SFKR
camurum,Nothonotus_camurus_A,boulder,M,-4.496494177,-2.714546454,SFKR
camurum,Nothonotus_camurus_A,boulder,M,-4.290596651,-2.714546454,SFKR
camurum,Nothonotus_camurus_A,boulder,M,-4.253713517,-2.714546454,SFKR
camurum,Nothonotus_camurus_A,boulder,M,-4.134496752,-2.714546454,SFKR
camurum,Nothonotus_camurus_A,boulder,M,-4.294626614,-2.714546454,SFKR
camurum,Nothonotus_camurus_A,boulder,M,-4.235862468,-2.714546454,SFKR
camurum,Nothonotus_camurus_A,boulder,M,-4.33758158,-2.714546454,SFKR
camurum,Nothonotus_camurus_A,boulder,M,-4.558003201,-2.714546454,SFKR
camurum,Nothonotus_camurus_A,boulder,M,-4.264824146,-2.714546454,SFKR
camurum,Nothonotus_camurus_A,boulder,M,-4.394265316,-2.714546454,SFKR
chlorosomum,Etheostoma_chlorosoma_A,sand,F,-4.003435681,-2.154011397,OTCK
chlorosomum,Etheostoma_chlorosoma_A,sand,F,-4.091468,-2.154011397,OTCK
chlorosomum,Etheostoma_chlorosoma_A,sand,F,-3.985081134,-2.154011397,OTCK
chlorosomum,Etheostoma_chlorosoma_A,sand,F,-4.020701241,-2.154011397,OTCK
chlorosomum,Etheostoma_chlorosoma_A,sand,F,-4.008908523,-2.154011397,OTCK
chlorosomum,Etheostoma_chlorosoma_A,sand,F,-3.921229256,-2.154011397,OTCK
chlorosomum,Etheostoma_chlorosoma_A,sand,F,-4.006577415,-2.154011397,OTCK
chlorosomum,Etheostoma_chlorosoma_A,sand,F,-4.01203188,-2.154011397,OTCK
chlorosomum,Etheostoma_chlorosoma_A,sand,F,-4.017814449,-2.154011397,OTCK
chlorosomum,Etheostoma_chlorosoma_A,sand,M,-4.3260575,-2.154011397,OTCK
chlorosomum,Etheostoma_chlorosoma_A,sand,M,-3.73097757,-2.154011397,OTCK
chlorosomum,Etheostoma_chlorosoma_A,sand,M,-3.776736204,-2.154011397,OTCK
chlorosomum,Etheostoma_chlorosoma_A,sand,M,-3.919104737,-2.154011397,OTCK
chlorosomum,Etheostoma_chlorosoma_A,sand,M,-4.053165955,-2.154011397,OTCK
chlorosomum,Etheostoma_chlorosoma_A,sand,M,-3.829892251,-2.154011397,OTCK
chlorosomum,Etheostoma_chlorosoma_A,sand,M,-3.885081288,-2.154011397,OTCK
chlorosomum,Etheostoma_chlorosoma_A,sand,M,-3.580557349,-2.154011397,OTCK
chlorosomum,Etheostoma_chlorosoma_A,sand,M,-3.817598292,-2.154011397,OTCK
chlorosomum,Etheostoma_chlorosoma_A,sand,M,-3.897300684,-2.154011397,OTCK
chlorosomum,Etheostoma_chlorosoma_A,sand,M,-3.696300517,-2.154011397,OTCK
chlorosomum,Etheostoma_chlorosoma_A,sand,M,-4.061736824,-2.154011397,UNKN
gracile,Etheostoma_gracile_A,detritus,F,-4.077568835,-2.2888687,BRCK
gracile,Etheostoma_gracile_A,detritus,F,-4.17655359,-2.2888687,BRCK
gracile,Etheostoma_gracile_A,detritus,F,-4.133480767,-2.2888687,BRCK
gracile,Etheostoma_gracile_A,detritus,F,-4.065760045,-2.2888687,BRCK
gracile,Etheostoma_gracile_A,detritus,M,-4.309685714,-2.2888687,BRCK
gracile,Etheostoma_gracile_A,detritus,M,-4.354211631,-2.2888687,BRCK
gracile,Etheostoma_gracile_A,detritus,M,-4.090578095,-2.2888687,BRCK
gracile,Etheostoma_gracile_A,detritus,M,-4.028498746,-2.2888687,BRCK
gracile,Etheostoma_gracile_A,detritus,M,-4.258009668,-2.2888687,BRCK
gracile,Etheostoma_gracile_A,detritus,M,-4.280354584,-2.2888687,BRCK
gracile,Etheostoma_gracile_A,detritus,M,-4.268419645,-2.2888687,BRCK
gracile,Etheostoma_gracile_A,detritus,M,-4.339154232,-2.2888687,BRCK
